날짜,충전소명,충전기 유형,충전량(kWh)
2025-10-28,동대문구청,급속,102.21
2025-10-28,배봉공영주차장,급속,0.0
2025-10-28,청량리동주차장,급속,9.28
2025-10-28,장안동근린공원 지하주차장,급속,18.06
2025-10-28,중랑구청,급속,48.04
2025-10-28,봉화산역 공영주차장 전기차 충전소,완속,79.6
2025-10-28,중랑캠핑숲 제1주차장,완속,5.8
2025-10-28,중랑캠핑숲 제1주차장,급속,54.81
2025-10-28,중랑캠핑숲 제1주차장,급속,122.12
2025-10-28,중랑구시설관리공단 관상복합청사 지하주차장,완속,14.42
2025-10-28,망우역사문화공원 제3주차장,급속,37.38
2025-10-28,망우역사문화공원 제3주차장,급속,21.25
2025-10-28,망우역사문화공원 제3주차장,급속,11.89
2025-10-28,중랑초교 공영주차장,완속,16.48
2025-10-28,중랑초교 공영주차장,급속,20.62
2025-10-28,면일초등학교 공영주차장,급속,22.52
2025-10-28,면일초등학교 공영주차장,급속,49.79
2025-10-28,면목5동 공영주차장,급속,13.43
2025-10-28,서울연극창작센터,급속,135.55
2025-10-28,성북구의회,급속,25.52
2025-10-28,석관동공영주차장,급속,119.17
2025-10-28,석관동공영주차장,급속,98.56
2025-10-28,북악골프연습장,급속,39.77
2025-10-28,북악골프연습장,급속,58.56
2025-10-28,제2월곡인조잔디구장,급속,14.45
2025-10-28,미아동 축산농협 전기차 충전소,완속,69.42
2025-10-28,미아동 축산농협 전기차 충전소,완속,52.76
2025-10-28,으뜸공원 공영주차장 전기차 충전소,완속,54.53
2025-10-28,수유동 가오천 공영주차장 전기차 충전소,완속,49.19
2025-10-28,미아동 공영주차장,급속,6.86
2025-10-28,도봉동 거주자우선주차장(가로등),급속,20.43
2025-10-28,도봉동 실내스포츠센터,급속,167.96
2025-10-28,방학동 도깨비시장 공영주차장,급속,131.25
2025-10-28,창2동 제4공영주차장,급속,152.69
2025-10-28,창3동 제1공영주차장,급속,84.31
2025-10-28,노원세무서 거주자주차장(가로등),급속,59.37
2025-10-28,미화어린이공원 주차장(가로등),급속,135.69
2025-10-28,초안산근린공원 거주자주차장(가로등),급속,159.23
2025-10-28,도봉산역 환승주차장,급속,46.32
2025-10-28,노원이지센터,급속,42.4
2025-10-28,노원이지센터,급속,45.76
2025-10-28,중랑천 환경센터,급속,42.42
2025-10-28,수락산디자인 노상공영주차장(가로등),급속,120.14
2025-10-28,월계동 거주자주차장(가로등),급속,106.69
2025-10-28,공릉동 거주자주차장(가로등),급속,153.01
2025-10-28,노원자원회수시설,급속,46.36
2025-10-28,노원구청,급속,112.14
2025-10-28,노원구청,급속,85.69
2025-10-28,수락산스포츠타운,급속,97.78
2025-10-28,수락산디자인거리,급속,90.07
2025-10-28,석계역 공영주차장(석계역 앞),급속,133.28
2025-10-28,석계역 공영주차장(문화공원 옆),급속,64.97
2025-10-28,노원수학문화관,급속,56.6
2025-10-28,불암산공영주차장,급속,42.97
2025-10-28,중계근린공원,급속,246.81
2025-10-28,은평평화공원 지하공영주차장,급속,288.39
2025-10-28,노송길 공동주차장,급속,412.61
2025-10-28,신사1동 공동주차장,급속,81.91
2025-10-28,서대문구청 주차장,급속,18.5
2025-10-28,홍제1동 제1공영주차장,급속,88.82
2025-10-28,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,70.92
2025-10-28,북가좌동 공영주차장 전기차 충전소,완속,59.3
2025-10-28,연희동 거주자우선주차장(가로등),급속,137.86
2025-10-28,대궐재어린이공원 거주자주차장(가로등),급속,200.11
2025-10-28,연희제2공영주차장,급속,34.85
2025-10-28,독립문문화공원 지하공영주차장,급속,79.21
2025-10-28,독립문문화공원 지하공영주차장,급속,96.24
2025-10-28,화창운수 앞 가로등형 충전소,급속,103.43
2025-10-28,드림디포 앞 가로등형 충전소,급속,69.46
2025-10-28,시립서부노인 전문요양센터,완속,51.89
2025-10-28,청기와2 노상공영주차장(가로등),급속,211.29
2025-10-28,망원3 노상공영주차장(가로등),급속,50.84
2025-10-28,마포농수산물시장,급속,100.17
2025-10-28,마포농수산물시장,급속,105.93
2025-10-28,마포농수산물시장,급속,135.65
2025-10-28,마포유수지 공영주차장,급속,123.75
2025-10-28,마포유수지 공영주차장,급속,78.46
2025-10-28,서울월드컵경기장,급속,19.99
2025-10-28,서울월드컵경기장,급속,66.43
2025-10-28,서울월드컵경기장,급속,4.38
2025-10-28,연남동 공영주차장,급속,82.79
2025-10-28,연남동 공영주차장,급속,128.1
2025-10-28,양천구청,급속,69.17
2025-10-28,해맞이공영주차장,급속,5.31
2025-10-28,신정4동길 노상공영주차장(가로등),급속,164.28
2025-10-28,신정4동길 노상공영주차장(가로등),급속,3.84
2025-10-28,오목교역 노상공영주차장(가로등),급속,49.35
2025-10-28,양천구민체육센터,급속,47.74
2025-10-28,한마음공영주차장,급속,48.05
2025-10-28,한마음공영주차장,급속,31.05
2025-10-28,곰달래5길 노상공영주차장(가로등),급속,246.35
2025-10-28,곰달래5길 노상공영주차장(가로등),급속,114.97
2025-10-28,신월5동 복개 노상공영주차장(가로등),급속,241.91
2025-10-28,목동공영주차장,급속,83.58
2025-10-28,목동공영주차장,급속,75.07
2025-10-28,목동공영주차장,급속,10.26
2025-10-28,목동공영주차장,급속,47.63
2025-10-28,목동공영주차장,급속,43.02
2025-10-28,목동공영주차장,급속,69.96
2025-10-28,개화산역 공영주차장,급속,38.51
2025-10-28,개화산역 공영주차장,급속,38.22
2025-10-28,화곡본동주민센터,급속,143.17
2025-10-28,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,2.33
2025-10-28,고척스카이돔,급속,25.71
2025-10-28,고척스카이돔,급속,13.08
2025-10-28,개봉1동 노외공영주차장,완속,2.02
2025-10-28,구로2동 주택가 공영주차장,급속,61.68
2025-10-28,가산 공영주차장,급속,15.86
2025-10-28,여의도 KBS홀 앞 전기차 충전소,급속,113.42
2025-10-28,여의도 KBS홀 앞 전기차 충전소,완속,20.08
2025-10-28,여의도 KBS홀 앞 전기차 충전소,완속,5.09
2025-10-28,하이서울유스호스텔(지하주차장),완속,39.11
2025-10-28,여의서로 노상공영주차장(가로등),급속,108.12
2025-10-28,여의서로 노상공영주차장(가로등),급속,14.65
2025-10-28,동작구청,급속,15.71
2025-10-28,동작구청 후문 가로등형 충전소,급속,161.66
2025-10-28,신대방동 신라스테이 거주자주차장(가로등),급속,17.39
2025-10-28,대방동(서울공고) 거주자주차장(가로등),급속,53.98
2025-10-28,보라매공원 정문주차장,급속,109.94
2025-10-28,사당5동 주민센터 거주자주차장 14번(가로등),급속,156.93
2025-10-28,빙수골 거주자우선주차장,급속,6.9
2025-10-28,사당문화회관 부설주차장,급속,83.8
2025-10-28,남부초 공영주차장,급속,30.17
2025-10-28,으뜸공원 주차장,급속,96.62
2025-10-28,양재솔라스테이션,급속,35.17
2025-10-28,양재솔라스테이션,급속,33.15
2025-10-28,양재솔라스테이션,급속,80.63
2025-10-28,양재솔라스테이션,급속,147.62
2025-10-28,양재솔라스테이션,급속,21.61
2025-10-28,양재솔라스테이션,급속,91.31
2025-10-28,반포복개천 노상공영주차장(가로등),급속,94.12
2025-10-28,강남구 압구정 나들목 앞 가로등형 충전기,급속,291.53
2025-10-28,강남구 압구정 나들목 앞 가로등형 충전기,급속,198.92
2025-10-28,도곡정보문화도서관 볼라드형 충전소,완속,20.96
2025-10-28,도곡정보문화도서관 볼라드형 충전소,완속,47.09
2025-10-28,수서역 공영주차장 복합충전소,급속,99.33
2025-10-28,수서역 공영주차장 복합충전소,급속,104.52
2025-10-28,수서역 공영주차장 복합충전소,급속,84.73
2025-10-28,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,21.2
2025-10-28,논현2동 주민센터,완속,89.92
2025-10-28,논현 제1호주차장,급속,93.36
2025-10-28,논현 제2호주차장,급속,122.11
2025-10-28,서울물재생시설공단,급속,64.69
2025-10-28,강남운전면허시험장,급속,0.77
2025-10-28,강남주민편익시설(가로등),급속,7.57
2025-10-28,문화재청 궁능유적본부,완속,37.63
2025-10-28,문화재청 궁능유적본부,완속,52.1
2025-10-28,논현문화마루,급속,119.69
2025-10-28,도곡2동 주민센터,급속,40.52
2025-10-28,복정역 공영주차장,급속,65.25
2025-10-28,잠실 청소년센터 앞 전기차 충전소(가로등),급속,253.79
2025-10-28,교통공원길 공영주차장 전기차 충전소,급속,26.14
2025-10-28,교통공원길 공영주차장 전기차 충전소,완속,54.4
2025-10-28,위례성길 공영주차장 전기차 충전소,급속,34.43
2025-10-28,위례성길 공영주차장 전기차 충전소,완속,0.22
2025-10-28,문정동 세광교회 앞 전기차 충전소,완속,98.13
2025-10-28,문정근린공원 공영주차장,완속,53.9
2025-10-28,문정근린공원 공영주차장,완속,30.83
2025-10-28,문정근린공원 공영주차장,완속,19.96
2025-10-28,삼전동 공영주차장,완속,10.54
2025-10-28,삼전동 공영주차장,완속,13.0
2025-10-28,삼전동 공영주차장,완속,11.84
2025-10-28,천호역 공영주차장,급속,25.7
2025-10-28,명일동 거주자주차장 134번(가로등),급속,93.63
2025-10-28,명일동 거주자주차장 127번(가로등),급속,63.05
2025-10-28,강동문화재단,완속,48.59
2025-10-28,강동문화재단,완속,41.53
2025-10-28,강동문화재단,완속,50.05
2025-10-28,서울특별시 동부기술교육원,급속,17.84
2025-10-28,강동구청 제2구민체육센터,급속,12.34
2025-10-28,강동구청,급속,246.61
2025-10-27,송월동차고지,급속,56.43
2025-10-27,송월동차고지,급속,168.84
2025-10-27,송월동차고지,급속,50.94
2025-10-27,송월동차고지,완속,27.35
2025-10-27,송월동차고지,완속,24.3
2025-10-27,누상공영주차장,급속,46.26
2025-10-27,올림픽기념국민생활관,완속,8.61
2025-10-27,올림픽기념국민생활관,완속,27.1
2025-10-27,올림픽기념국민생활관,완속,10.51
2025-10-27,남산청사,완속,30.65
2025-10-27,남산청사,완속,11.46
2025-10-27,서소문청사(후생동),완속,10.19
2025-10-27,서소문청사(지하주차장),급속,32.55
2025-10-27,서소문청사(지하주차장),급속,70.16
2025-10-27,서소문청사(지하주차장),완속,57.57
2025-10-27,서울시 본관청사,급속,69.53
2025-10-27,서울시 본관청사,급속,214.2
2025-10-27,기업은행 무교지점 앞 가로등형 충전소,급속,143.74
2025-10-27,훈련원공원 노상공영주차장(가로등),급속,144.29
2025-10-27,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,50.53
2025-10-27,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,87.64
2025-10-27,청계8가 노상공영주차장(가로등),급속,127.63
2025-10-27,청계8가 노상공영주차장(가로등),급속,192.65
2025-10-27,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,101.26
2025-10-27,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,50.92
2025-10-27,서소문청사(지상),급속,36.01
2025-10-27,청계5 노상공영주차장(가로등),급속,63.58
2025-10-27,청계5 노상공영주차장(가로등),급속,181.58
2025-10-27,신창동 공영주차장,급속,41.89
2025-10-27,한남동 공영주차장,급속,160.26
2025-10-27,성동구청,급속,67.12
2025-10-27,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,119.03
2025-10-27,청계8 노상공영주차장(가로등),급속,159.57
2025-10-27,청계8 노상공영주차장(가로등),급속,120.97
2025-10-27,서울숲공원주차장,급속,60.23
2025-10-27,서울숲공원주차장,급속,57.84
2025-10-27,송정동주민센터,급속,6.18
2025-10-27,어린이대공원 후문주차장,급속,0.03
2025-10-27,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,98.32
2025-10-27,어린이대공원 구의문 주차장 복합충전소,급속,95.38
2025-10-27,어린이대공원 구의문 주차장 복합충전소,급속,60.85
2025-10-27,어린이대공원 구의문 주차장 복합충전소,급속,56.39
2025-10-27,자양한양아파트 앞 전기차 충전소(가로등),급속,42.92
2025-10-27,"중곡동 복개천 노상공영주차장(중곡동우체국 앞, 가로등)",급속,96.79
2025-10-27,한화꿈에그린아파트 거주자우선주차장(가로등),급속,75.7
2025-10-27,50+동부캠퍼스,완속,34.04
2025-10-27,50+동부캠퍼스,급속,61.66
2025-10-27,정릉천변 노상공영주차장(가로등),급속,84.06
2025-10-27,휘경동 노외공영주차장(가로등),급속,23.73
2025-10-27,동대문구청,급속,205.06
2025-10-27,동대문구청,급속,63.2
2025-10-27,배봉공영주차장,급속,76.66
2025-10-27,청량리동주차장,급속,18.53
2025-10-27,장안동근린공원 지하주차장,급속,105.91
2025-10-27,중랑구청,급속,189.21
2025-10-27,봉화산역 공영주차장 전기차 충전소,완속,25.05
2025-10-27,중랑캠핑숲 제1주차장,급속,18.43
2025-10-27,중랑캠핑숲 제1주차장,급속,22.77
2025-10-27,중랑구시설관리공단 관상복합청사 지하주차장,완속,30.83
2025-10-27,망우역사문화공원 제3주차장,급속,70.8
2025-10-27,중랑초교 공영주차장,완속,24.56
2025-10-27,중랑초교 공영주차장,완속,30.83
2025-10-27,중랑초교 공영주차장,급속,24.51
2025-10-27,면일초등학교 공영주차장,급속,93.18
2025-10-27,면일초등학교 공영주차장,급속,53.15
2025-10-27,면목5동 공영주차장,급속,118.34
2025-10-27,서울연극창작센터,급속,24.72
2025-10-27,성북구의회,급속,34.42
2025-10-27,석관동공영주차장,급속,56.36
2025-10-27,석관동공영주차장,급속,140.75
2025-10-27,북악골프연습장,급속,31.23
2025-10-27,제2월곡인조잔디구장,급속,62.05
2025-10-27,미아동 축산농협 전기차 충전소,완속,28.81
2025-10-27,미아동 축산농협 전기차 충전소,완속,84.5
2025-10-27,미아동 도봉세무서 앞 전기차 충전소,완속,62.24
2025-10-27,으뜸공원 공영주차장 전기차 충전소,완속,79.34
2025-10-27,수유동 가오천 공영주차장 전기차 충전소,완속,45.98
2025-10-27,도봉동 거주자우선주차장(가로등),급속,8.5
2025-10-27,도봉동 실내스포츠센터,급속,343.15
2025-10-27,방학동 도깨비시장 공영주차장,급속,107.09
2025-10-27,창2동 제4공영주차장,급속,118.61
2025-10-27,창3동 제1공영주차장,급속,39.6
2025-10-27,노원세무서 거주자주차장(가로등),급속,47.9
2025-10-27,미화어린이공원 주차장(가로등),급속,103.57
2025-10-27,초안산근린공원 거주자주차장(가로등),급속,79.47
2025-10-27,도봉산역 환승주차장,급속,62.31
2025-10-27,수락산디자인 노상공영주차장(가로등),급속,155.9
2025-10-27,월계동 거주자주차장(가로등),급속,225.72
2025-10-27,공릉동 거주자주차장(가로등),급속,57.36
2025-10-27,노원구청,급속,144.7
2025-10-27,노원구청,급속,120.63
2025-10-27,불암산스포츠타운,급속,9.28
